WKT,Status,x,y,Block
"POINT (4.51355142276446 34.6519778164969)",Piling,4.5135514220,34.6519778100,E3
"POINT (4.51354545264428 34.6520505854303)",Piling,4.5135454520,34.6520505800,E3
"POINT (4.51353957330057 34.6521224589533)",Piling,4.5135395730,34.6521224500,E3
"POINT (4.51353466837463 34.6521817465752)",Piling,4.5135346680,34.6521817400,E3
"POINT (4.5135308087509 34.6522297319917)",Piling,4.5135308080,34.6522297300,E3
"POINT (4.51352590382497 34.6522890196136)",Piling,4.5135259030,34.6522890100,E3
"POINT (4.51352002448126 34.6523608931366)",Piling,4.5135200240,34.6523608900,E3
"POINT (4.51351405436107 34.65243366207)",Piling,4.5135140540,34.6524336600,E3
"POINT (4.51350808424089 34.6525064310034)",Piling,4.5135080840,34.6525064300,E3
"POINT (4.51350220489718 34.6525783045264)",Piling,4.5135022040,34.6525783000,E3
"POINT (4.51349632555344 34.6526501780495)",Piling,4.5134963250,34.6526501700,E3
"POINT (4.51349035442463 34.6527229569319)",Piling,4.5134903540,34.6527229500,E3
"POINT (4.51348438430444 34.6527957258653)",Piling,4.5134843840,34.6527957200,E3
"POINT (4.51347850496073 34.6528675993883)",Piling,4.5134785050,34.6528675900,E3
"POINT (4.51347262561703 34.6529394729114)",Piling,4.5134726250,34.6529394700,E3
"POINT (4.51346772069109 34.6529987605332)",Piling,4.5134677200,34.6529987600,E3
"POINT (4.51346386106736 34.6530467459498)",Piling,4.5134638610,34.6530467400,E3
"POINT (4.51345895614142 34.6531060335716)",Piling,4.5134589560,34.6531060300,E3
"POINT (4.51345307679771 34.6531779070947)",Piling,4.5134530760,34.6531779000,E3
"POINT (4.513447197454 34.6532497806177)",Piling,4.5134471970,34.6532497800,E3
"POINT (4.51344122733382 34.6533225495511)",Piling,4.5134412270,34.6533225400,E3
"POINT (4.51343525721364 34.6533953184845)",Piling,4.5134352570,34.6533953100,E3
"POINT (4.5134293778699 34.6534671920076)",Piling,4.5134293770,34.6534671900,E3
"POINT (4.51342349852619 34.6535390655306)",Piling,4.5134234980,34.6535390600,E3
"POINT (4.513417528406 34.653611834464)",Piling,4.5134175280,34.6536118300,E3
"POINT (4.51341155727719 34.6536846133464)",Piling,4.5134115570,34.6536846100,E3
"POINT (4.51340567793348 34.6537564868695)",Piling,4.5134056770,34.6537564800,E3
"POINT (4.51340077300755 34.6538157744913)",Piling,4.5134007730,34.6538157700,E3
"POINT (4.51339681389376 34.6538637498216)",Piling,4.5133968130,34.6538637400,E3
"POINT (4.51339200845788 34.6539230475297)",Piling,4.5133920080,34.6539230400,E3
"POINT (4.51338612911417 34.6539949210527)",Piling,4.5133861290,34.6539949200,E3
"POINT (4.51338015899399 34.6540676899861)",Piling,4.5133801590,34.6540676900,E3
"POINT (4.5133741888738 34.6541404589195)",Piling,4.5133741880,34.6541404500,E3
"POINT (4.51336830953009 34.6542123324426)",Piling,4.5133683090,34.6542123300,E3
"POINT (4.51336243018635 34.6542842059656)",Piling,4.5133624300,34.6542842000,E3
"POINT (4.51335646006617 34.654356974899)",Piling,4.5133564600,34.6543569700,E3
"POINT (4.51335048994599 34.6544297438324)",Piling,4.5133504890,34.6544297400,E3
"POINT (4.51334460959365 34.6545016273044)",Piling,4.5133446090,34.6545016200,E3
"POINT (4.51333873024994 34.6545735008275)",Piling,4.5133387300,34.6545735000,E3
"POINT (4.513333825324 34.6546327884493)",Piling,4.5133338250,34.6546327800,E3
"POINT (4.51367525953576 34.6514195802042)",Piling,4.5136752590,34.6514195800,E3
"POINT (4.5136703536012 34.651478877775)",Piling,4.5136703530,34.6514788700,E3
"POINT (4.51366447425749 34.6515507512981)",Piling,4.5136644740,34.6515507500,E3
"POINT (4.51365859491378 34.6516226248212)",Piling,4.5136585940,34.6516226200,E3
"POINT (4.51365262479359 34.6516953937545)",Piling,4.5136526240,34.6516953900,E3
"POINT (4.51364665467341 34.6517681626879)",Piling,4.5136466540,34.6517681600,E3
"POINT (4.5136407753297 34.651840036211)",Piling,4.5136407750,34.6518400300,E3
"POINT (4.51363489598599 34.651911909734)",Piling,4.5136348960,34.6519119000,E3
"POINT (4.51362892586581 34.6519846786674)",Piling,4.5136289250,34.6519846700,E3
"POINT (4.51362295574562 34.6520574476008)",Piling,4.5136229550,34.6520574400,E3
"POINT (4.51361707640191 34.6521293211239)",Piling,4.5136170760,34.6521293200,E3
"POINT (4.51361217046735 34.6521886186947)",Piling,4.5136121700,34.6521886100,E3
"POINT (4.51360831185222 34.6522365941623)",Piling,4.5136083110,34.6522365900,E3
"POINT (4.51360340591766 34.6522958917331)",Piling,4.5136034050,34.6522958900,E3
"POINT (4.51359752657395 34.6523677652562)",Piling,4.5135975260,34.6523677600,E3
"POINT (4.51359155645376 34.6524405341895)",Piling,4.5135915560,34.6524405300,E3
"POINT (4.51358558633358 34.6525133031229)",Piling,4.5135855860,34.6525133000,E3
"POINT (4.51357970698987 34.652585176646)",Piling,4.5135797070,34.6525851700,E3
"POINT (4.51357382764616 34.652657050169)",Piling,4.5135738270,34.6526570500,E3
"POINT (4.51356785752597 34.6527298191024)",Piling,4.5135678570,34.6527298100,E3
"POINT (4.51356188740579 34.6528025880358)",Piling,4.5135618870,34.6528025800,E3
"POINT (4.51355600806208 34.6528744615589)",Piling,4.5135560080,34.6528744600,E3
"POINT (4.51355012871837 34.6529463350819)",Piling,4.5135501280,34.6529463300,E3
"POINT (4.51354522379243 34.6530056227037)",Piling,4.5135452230,34.6530056200,E3
"POINT (4.51354136416867 34.6530536081203)",Piling,4.5135413640,34.6530536000,E3
"POINT (4.51353645924274 34.6531128957421)",Piling,4.5135364590,34.6531128900,E3
"POINT (4.51353057989903 34.6531847692652)",Piling,4.5135305790,34.6531847600,E3
"POINT (4.51352470055532 34.6532566427883)",Piling,4.5135247000,34.6532566400,E3
"POINT (4.51351872942651 34.6533294216707)",Piling,4.5135187290,34.6533294200,E3
"POINT (4.51351275930632 34.653402190604)",Piling,4.5135127590,34.6534021900,E3
"POINT (4.51350687996261 34.6534740641271)",Piling,4.5135068800,34.6534740600,E3
"POINT (4.5135010006189 34.6535459376502)",Piling,4.5135010000,34.6535459300,E3
"POINT (4.51349503049872 34.6536187065835)",Piling,4.5134950300,34.6536187000,E3
"POINT (4.51348906037853 34.6536914755169)",Piling,4.5134890600,34.6536914700,E3
"POINT (4.51348318103483 34.65376334904)",Piling,4.5134831810,34.6537633400,E3
"POINT (4.51347827610889 34.6538226366618)",Piling,4.5134782760,34.6538226300,E3
"POINT (4.51347441648513 34.6538706220784)",Piling,4.5134744160,34.6538706200,E3
"POINT (4.5134695115592 34.6539299097002)",Piling,4.5134695110,34.6539299000,E3
"POINT (4.51346363221549 34.6540017832233)",Piling,4.5134636320,34.6540017800,E3
"POINT (4.5134576620953 34.6540745521566)",Piling,4.5134576620,34.6540745500,E3
"POINT (4.51345169096649 34.654147331039)",Piling,4.5134516910,34.6541473300,E3
"POINT (4.51344581162278 34.6542192045621)",Piling,4.5134458110,34.6542192000,E3
"POINT (4.51343993227907 34.6542910780852)",Piling,4.5134399320,34.6542910700,E3
"POINT (4.51343396215889 34.6543638470185)",Piling,4.5134339620,34.6543638400,E3
"POINT (4.5134279920387 34.6544366159519)",Piling,4.5134279920,34.6544366100,E3
"POINT (4.51342211269499 34.654508489475)",Piling,4.5134221120,34.6545084800,E3
"POINT (4.51341623335128 34.654580362998)",Piling,4.5134162330,34.6545803600,E3
"POINT (4.51341132842535 34.6546396506199)",Piling,4.5134113280,34.6546396500,E3
"POINT (4.51375276162848 34.6514264523237)",Piling,4.5137527610,34.6514264500,E3
"POINT (4.51374785670254 34.6514857399456)",Piling,4.5137478560,34.6514857300,E3
"POINT (4.51374197735883 34.6515576134686)",Piling,4.5137419770,34.6515576100,E3
"POINT (4.51373609801512 34.6516294869917)",Piling,4.5137360980,34.6516294800,E3
"POINT (4.51373012789494 34.6517022559251)",Piling,4.5137301270,34.6517022500,E3
"POINT (4.51372415777475 34.6517750248584)",Piling,4.5137241570,34.6517750200,E3
"POINT (4.51371827843102 34.6518468983815)",Piling,4.5137182780,34.6518468900,E3
"POINT (4.51371239908731 34.6519187719046)",Piling,4.5137123990,34.6519187700,E3
"POINT (4.51370642795849 34.6519915507869)",Piling,4.5137064280,34.6519915500,E3
"POINT (4.51370045783831 34.6520643197203)",Piling,4.5137004570,34.6520643100,E3
"POINT (4.5136945784946 34.6521361932434)",Piling,4.5136945780,34.6521361900,E3
"POINT (4.51368967356867 34.6521954808652)",Piling,4.5136896730,34.6521954800,E3
"POINT (4.51368581394493 34.6522434662818)",Piling,4.5136858130,34.6522434600,E3
"POINT (4.513680909019 34.6523027539036)",Piling,4.5136809090,34.6523027500,E3
"POINT (4.51367502967529 34.6523746274267)",Piling,4.5136750290,34.6523746200,E3
"POINT (4.5136690595551 34.6524473963601)",Piling,4.5136690590,34.6524473900,E3
"POINT (4.51366308943492 34.6525201652934)",Piling,4.5136630890,34.6525201600,E3
"POINT (4.51365721009121 34.6525920388165)",Piling,4.5136572100,34.6525920300,E3
"POINT (4.51365133074747 34.6526639123395)",Piling,4.5136513300,34.6526639100,E3
"POINT (4.51364536062729 34.6527366812729)",Piling,4.5136453600,34.6527366800,E3
"POINT (4.51363938949847 34.6528094601553)",Piling,4.5136393890,34.6528094600,E3
"POINT (4.51363351015477 34.6528813336784)",Piling,4.5136335100,34.6528813300,E3
"POINT (4.51362763081106 34.6529532072014)",Piling,4.5136276300,34.6529532000,E3
"POINT (4.51362272588512 34.6530124948233)",Piling,4.5136227250,34.6530124900,E3
"POINT (4.51361886626139 34.6530604802399)",Piling,4.5136188660,34.6530604800,E3
"POINT (4.51361396133545 34.6531197678617)",Piling,4.5136139610,34.6531197600,E3
"POINT (4.51360808199175 34.6531916413847)",Piling,4.5136080820,34.6531916400,E3
"POINT (4.51360220264803 34.6532635149078)",Piling,4.5136022020,34.6532635100,E3
"POINT (4.51359623252785 34.6533362838412)",Piling,4.5135962320,34.6533362800,E3
"POINT (4.51359026240767 34.6534090527746)",Piling,4.5135902620,34.6534090500,E3
"POINT (4.51358438306393 34.6534809262976)",Piling,4.5135843830,34.6534809200,E3
"POINT (4.51357850372022 34.6535527998207)",Piling,4.5135785030,34.6535527900,E3
"POINT (4.51357253360003 34.6536255687541)",Piling,4.5135725330,34.6536255600,E3
"POINT (4.51356656347985 34.6536983376874)",Piling,4.5135665630,34.6536983300,E3
"POINT (4.51356068312751 34.6537702211595)",Piling,4.5135606830,34.6537702200,E3
"POINT (4.51355577820158 34.6538295087813)",Piling,4.5135557780,34.6538295000,E3
"POINT (4.51355191958647 34.6538774842489)",Piling,4.5135519190,34.6538774800,E3
"POINT (4.51354701365191 34.6539367818197)",Piling,4.5135470130,34.6539367800,E3
"POINT (4.5135411343082 34.6540086553428)",Piling,4.5135411340,34.6540086500,E3
"POINT (4.51353516418802 34.6540814242762)",Piling,4.5135351640,34.6540814200,E3
"POINT (4.51352919406783 34.6541541932096)",Piling,4.5135291940,34.6541541900,E3
"POINT (4.51352331472412 34.6542260667326)",Piling,4.5135233140,34.6542260600,E3
"POINT (4.51351743538039 34.6542979402557)",Piling,4.5135174350,34.6542979400,E3
"POINT (4.5135114652602 34.6543707091891)",Piling,4.5135114650,34.6543707000,E3
"POINT (4.51350549514002 34.6544434781224)",Piling,4.5135054950,34.6544434700,E3
"POINT (4.51349961579631 34.6545153516455)",Piling,4.5134996150,34.6545153500,E3
"POINT (4.5134937364526 34.6545872251686)",Piling,4.5134937360,34.6545872200,E3
"POINT (4.51348883051803 34.6546465227394)",Piling,4.5134888300,34.6546465200,E3
"POINT (4.51383026472979 34.6514333144942)",Piling,4.5138302640,34.6514333100,E3
"POINT (4.51382535879523 34.6514926120651)",Piling,4.5138253580,34.6514926100,E3
"POINT (4.51381947945152 34.6515644855881)",Piling,4.5138194790,34.6515644800,E3
"POINT (4.51381360010781 34.6516363591112)",Piling,4.5138136000,34.6516363500,E3
"POINT (4.51380762998763 34.6517091280446)",Piling,4.5138076300,34.6517091200,E3
"POINT (4.51380165986744 34.651781896978)",Piling,4.5138016590,34.6517818900,E3
"POINT (4.51379578052373 34.651853770501)",Piling,4.5137957800,34.6518537700,E3
"POINT (4.51378990118002 34.6519256440241)",Piling,4.5137899010,34.6519256400,E3
"POINT (4.51378393105984 34.6519984129575)",Piling,4.5137839310,34.6519984100,E3
"POINT (4.51377796093965 34.6520711818908)",Piling,4.5137779600,34.6520711800,E3
"POINT (4.51377208159594 34.6521430554139)",Piling,4.5137720810,34.6521430500,E3
"POINT (4.51376727616004 34.652202353122)",Piling,4.5137672760,34.6522023500,E3
"POINT (4.51376331704625 34.6522503284523)",Piling,4.5137633170,34.6522503200,E3
"POINT (4.51375841212031 34.6523096160741)",Piling,4.5137584120,34.6523096100,E3
"POINT (4.5137525327766 34.6523814895972)",Piling,4.5137525320,34.6523814800,E3
"POINT (4.51374656164779 34.6524542684796)",Piling,4.5137465610,34.6524542600,E3
"POINT (4.51374059152761 34.652527037413)",Piling,4.5137405910,34.6525270300,E3
"POINT (4.5137347121839 34.652598910936)",Piling,4.5137347120,34.6525989100,E3
"POINT (4.51372883284019 34.6526707844591)",Piling,4.5137288320,34.6526707800,E3
"POINT (4.51372286272 34.6527435533925)",Piling,4.5137228620,34.6527435500,E3
"POINT (4.51371689259982 34.6528163223258)",Piling,4.5137168920,34.6528163200,E3
"POINT (4.51371101325611 34.6528881958489)",Piling,4.5137110130,34.6528881900,E3
"POINT (4.5137051339124 34.652960069372)",Piling,4.5137051330,34.6529600600,E3
"POINT (4.51370022898647 34.6530193569938)",Piling,4.5137002290,34.6530193500,E3
"POINT (4.5136963693627 34.6530673424104)",Piling,4.5136963690,34.6530673400,E3
"POINT (4.51369146443677 34.6531266300322)",Piling,4.5136914640,34.6531266300,E3
"POINT (4.51368558509306 34.6531985035553)",Piling,4.5136855850,34.6531985000,E3
"POINT (4.51367970574935 34.6532703770783)",Piling,4.5136797050,34.6532703700,E3
"POINT (4.51367373562917 34.6533431460117)",Piling,4.5136737350,34.6533431400,E3
"POINT (4.51366776450035 34.6534159248941)",Piling,4.5136677640,34.6534159200,E3
"POINT (4.51366188515664 34.6534877984172)",Piling,4.5136618850,34.6534877900,E3
"POINT (4.51365600581293 34.6535596719402)",Piling,4.5136560050,34.6535596700,E3
"POINT (4.51365003569275 34.6536324408736)",Piling,4.5136500350,34.6536324400,E3
"POINT (4.51364406557257 34.653705209807)",Piling,4.5136440650,34.6537052000,E3
"POINT (4.51363818622886 34.65377708333)",Piling,4.5136381860,34.6537770800,E3
"POINT (4.51363328130292 34.6538363709519)",Piling,4.5136332810,34.6538363700,E3
"POINT (4.51362942167916 34.6538843563684)",Piling,4.5136294210,34.6538843500,E3
"POINT (4.51362451675323 34.6539436439903)",Piling,4.5136245160,34.6539436400,E3
"POINT (4.51361863740952 34.6540155175133)",Piling,4.5136186370,34.6540155100,E3
"POINT (4.51361266728933 34.6540882864467)",Piling,4.5136126670,34.6540882800,E3
"POINT (4.51360669716915 34.6541610553801)",Piling,4.5136066970,34.6541610500,E3
"POINT (4.51360081681681 34.6542329388521)",Piling,4.5136008160,34.6542329300,E3
"POINT (4.5135949374731 34.6543048123752)",Piling,4.5135949370,34.6543048100,E3
"POINT (4.51358896735292 34.6543775813086)",Piling,4.5135889670,34.6543775800,E3
"POINT (4.51358299723273 34.654450350242)",Piling,4.5135829970,34.6544503500,E3
"POINT (4.51357711788902 34.654522223765)",Piling,4.5135771170,34.6545222200,E3
"POINT (4.51357123854531 34.6545940972881)",Piling,4.5135712380,34.6545940900,E3
"POINT (4.51356633361938 34.6546533849099)",Piling,4.5135663330,34.6546533800,E3
"POINT (4.51390776682251 34.6514401866138)",Piling,4.5139077660,34.6514401800,E3
"POINT (4.51390286189657 34.6514994742356)",Piling,4.5139028610,34.6514994700,E3
"POINT (4.51389698255286 34.6515713477587)",Piling,4.5138969820,34.6515713400,E3
"POINT (4.51389110320915 34.6516432212817)",Piling,4.5138911030,34.6516432200,E3
"POINT (4.51388513308897 34.6517159902151)",Piling,4.5138851330,34.6517159900,E3
"POINT (4.51387916296878 34.6517887591485)",Piling,4.5138791630,34.6517887500,E3
"POINT (4.51387328362505 34.6518606326715)",Piling,4.5138732830,34.6518606300,E3
"POINT (4.51386740428134 34.6519325061946)",Piling,4.5138674040,34.6519325000,E3
"POINT (4.51386143416115 34.652005275128)",Piling,4.5138614340,34.6520052700,E3
"POINT (4.51385546303234 34.6520780540104)",Piling,4.5138554630,34.6520780500,E3
"POINT (4.51384958368863 34.6521499275334)",Piling,4.5138495830,34.6521499200,E3
"POINT (4.51384477825275 34.6522092252415)",Piling,4.5138447780,34.6522092200,E3
"POINT (4.51384081913896 34.6522572005718)",Piling,4.5138408190,34.6522572000,E3
"POINT (4.51383591421303 34.6523164881937)",Piling,4.5138359140,34.6523164800,E3
"POINT (4.51383003486932 34.6523883617167)",Piling,4.5138300340,34.6523883600,E3
"POINT (4.51382406474913 34.6524611306501)",Piling,4.5138240640,34.6524611300,E3
"POINT (4.51381809462895 34.6525338995835)",Piling,4.5138180940,34.6525338900,E3
"POINT (4.51381221528524 34.6526057731066)",Piling,4.5138122150,34.6526057700,E3
"POINT (4.5138063359415 34.6526776466296)",Piling,4.5138063350,34.6526776400,E3
"POINT (4.51380036582132 34.652750415563)",Piling,4.5138003650,34.6527504100,E3
"POINT (4.51379439570113 34.6528231844964)",Piling,4.5137943950,34.6528231800,E3
"POINT (4.5137885153488 34.6528950679684)",Piling,4.5137885150,34.6528950600,E3
"POINT (4.51378263600509 34.6529669414915)",Piling,4.5137826360,34.6529669400,E3
"POINT (4.51377783056921 34.6530262391996)",Piling,4.5137778300,34.6530262300,E3
"POINT (4.51377387246405 34.6530742045809)",Piling,4.5137738720,34.6530742000,E3
"POINT (4.51376896652949 34.6531335021517)",Piling,4.5137689660,34.6531335000,E3
"POINT (4.51376308718578 34.6532053756748)",Piling,4.5137630870,34.6532053700,E3
"POINT (4.51375720784207 34.6532772491979)",Piling,4.5137572070,34.6532772400,E3
"POINT (4.51375123772188 34.6533500181312)",Piling,4.5137512370,34.6533500100,E3
"POINT (4.5137452676017 34.6534227870646)",Piling,4.5137452670,34.6534227800,E3
"POINT (4.51373938825796 34.6534946605877)",Piling,4.5137393880,34.6534946600,E3
"POINT (4.51373350891425 34.6535665341107)",Piling,4.5137335080,34.6535665300,E3
"POINT (4.51372753879407 34.6536393030441)",Piling,4.5137275380,34.6536393000,E3
"POINT (4.51372156867388 34.6537120719775)",Piling,4.5137215680,34.6537120700,E3
"POINT (4.51371568933017 34.6537839455006)",Piling,4.5137156890,34.6537839400,E3
"POINT (4.51371078339561 34.6538432430714)",Piling,4.5137107830,34.6538432400,E3
"POINT (4.5137069247805 34.653891218539)",Piling,4.5137069240,34.6538912100,E3
"POINT (4.51370201884594 34.6539505161098)",Piling,4.5137020180,34.6539505100,E3
"POINT (4.51369613950223 34.6540223896329)",Piling,4.5136961390,34.6540223800,E3
"POINT (4.51369016938205 34.6540951585662)",Piling,4.5136901690,34.6540951500,E3
"POINT (4.51368419926186 34.6541679274996)",Piling,4.5136841990,34.6541679200,E3
"POINT (4.51367831991815 34.6542398010227)",Piling,4.5136783190,34.6542398000,E3
"POINT (4.51367244057442 34.6543116745457)",Piling,4.5136724400,34.6543116700,E3
"POINT (4.51366647045423 34.6543844434791)",Piling,4.5136664700,34.6543844400,E3
"POINT (4.51366050033405 34.6544572124125)",Piling,4.5136605000,34.6544572100,E3
"POINT (4.51365462099034 34.6545290859356)",Piling,4.5136546210,34.6545290800,E3
"POINT (4.51364874164663 34.6546009594586)",Piling,4.5136487410,34.6546009500,E3
"POINT (4.51364383571207 34.6546602570294)",Piling,4.5136438350,34.6546602500,E3
"POINT (4.51398526992382 34.6514470487843)",Piling,4.5139852690,34.6514470400,E3
"POINT (4.51398046448795 34.6515063464924)",Piling,4.5139804640,34.6515063400,E3
"POINT (4.51397448565418 34.6515782099292)",Piling,4.5139744850,34.6515782000,E3
"POINT (4.51396860631047 34.6516500834522)",Piling,4.5139686060,34.6516500800,E3
"POINT (4.51396263518166 34.6517228623346)",Piling,4.5139626350,34.6517228600,E3
"POINT (4.51395666506147 34.651795631268)",Piling,4.5139566650,34.6517956300,E3
"POINT (4.51395078571776 34.6518675047911)",Piling,4.5139507850,34.6518675000,E3
"POINT (4.51394490637405 34.6519393783141)",Piling,4.5139449060,34.6519393700,E3
"POINT (4.51393893625387 34.6520121472475)",Piling,4.5139389360,34.6520121400,E3
"POINT (4.51393296613368 34.6520849161809)",Piling,4.5139329660,34.6520849100,E3
"POINT (4.51392708678997 34.652156789704)",Piling,4.5139270860,34.6521567800,E3
"POINT (4.51392228135407 34.6522160874121)",Piling,4.5139222810,34.6522160800,E3
"POINT (4.51391832224028 34.6522640627424)",Piling,4.5139183220,34.6522640600,E3
"POINT (4.51391341731434 34.6523233503642)",Piling,4.5139134170,34.6523233500,E3
"POINT (4.51390753797064 34.6523952238873)",Piling,4.5139075380,34.6523952200,E3
"POINT (4.51390156785045 34.6524679928206)",Piling,4.5139015670,34.6524679900,E3
"POINT (4.51389559672164 34.652540771703)",Piling,4.5138955960,34.6525407700,E3
"POINT (4.51388971737793 34.6526126452261)",Piling,4.5138897170,34.6526126400,E3
"POINT (4.51388383803422 34.6526845187491)",Piling,4.5138838380,34.6526845100,E3
"POINT (4.51387786791403 34.6527572876825)",Piling,4.5138778670,34.6527572800,E3
"POINT (4.51387189779385 34.6528300566159)",Piling,4.5138718970,34.6528300500,E3
"POINT (4.51386601845014 34.652901930139)",Piling,4.5138660180,34.6529019300,E3
"POINT (4.51386013910643 34.652973803662)",Piling,4.5138601390,34.6529738000,E3
"POINT (4.51385533367053 34.6530331013701)",Piling,4.5138553330,34.6530331000,E3
"POINT (4.51385137455674 34.6530810767004)",Piling,4.5138513740,34.6530810700,E3
"POINT (4.5138464696308 34.6531403643223)",Piling,4.5138464690,34.6531403600,E3
"POINT (4.51384059028709 34.6532122378453)",Piling,4.5138405900,34.6532122300,E3
"POINT (4.51383471094338 34.6532841113684)",Piling,4.5138347100,34.6532841100,E3
"POINT (4.5138287408232 34.6533568803018)",Piling,4.5138287400,34.6533568800,E3
"POINT (4.51382276969438 34.6534296591841)",Piling,4.5138227690,34.6534296500,E3
"POINT (4.51381689035067 34.6535015327072)",Piling,4.5138168900,34.6535015300,E3
"POINT (4.51381101100697 34.6535734062303)",Piling,4.5138110110,34.6535734000,E3
"POINT (4.51380504088678 34.6536461751636)",Piling,4.5138050400,34.6536461700,E3
"POINT (4.5137990707666 34.653718944097)",Piling,4.5137990700,34.6537189400,E3
"POINT (4.51379319142289 34.6537908176201)",Piling,4.5137931910,34.6537908100,E3
"POINT (4.51378828649695 34.6538501052419)",Piling,4.5137882860,34.6538501000,E3
"POINT (4.51378442687319 34.6538980906585)",Piling,4.5137844260,34.6538980900,E3
"POINT (4.51377952194726 34.6539573782803)",Piling,4.5137795210,34.6539573700,E3
"POINT (4.51377364260355 34.6540292518034)",Piling,4.5137736420,34.6540292500,E3
"POINT (4.51376767248336 34.6541020207368)",Piling,4.5137676720,34.6541020200,E3
"POINT (4.51376170236318 34.6541747896701)",Piling,4.5137617020,34.6541747800,E3
"POINT (4.51375582301947 34.6542466631932)",Piling,4.5137558230,34.6542466600,E3
"POINT (4.51374994367576 34.6543185367163)",Piling,4.5137499430,34.6543185300,E3
"POINT (4.51374397254695 34.6543913155986)",Piling,4.5137439720,34.6543913100,E3
"POINT (4.51373800242676 34.654464084532)",Piling,4.5137380020,34.6544640800,E3
"POINT (4.51373212308305 34.6545359580551)",Piling,4.5137321230,34.6545359500,E3
"POINT (4.51372624373934 34.6546078315781)",Piling,4.5137262430,34.6546078300,E3
"POINT (4.51372133881341 34.6546671192)",Piling,4.5137213380,34.6546671100,E3
"POINT (4.51406277201654 34.6514539209038)",Piling,4.5140627720,34.6514539200,E3
"POINT (4.51405796658063 34.6515132186119)",Piling,4.5140579660,34.6515132100,E3
"POINT (4.51405208723692 34.651585092135)",Piling,4.5140520870,34.6515850900,E3
"POINT (4.51404610840318 34.6516569555718)",Piling,4.5140461080,34.6516569500,E3
"POINT (4.514040138283 34.6517297245052)",Piling,4.5140401380,34.6517297200,E3
"POINT (4.51403426765285 34.6518025035248)",Piling,4.5140342670,34.6518025000,E3
"POINT (4.51402828881911 34.6518743669616)",Piling,4.5140282880,34.6518743600,E3
"POINT (4.51402240947537 34.6519462404847)",Piling,4.5140224090,34.6519462400,E3
"POINT (4.51401643935518 34.652019009418)",Piling,4.5140164390,34.6520190000,E3
"POINT (4.51401046822637 34.6520917883004)",Piling,4.5140104680,34.6520917800,E3
"POINT (4.51400458888266 34.6521636618235)",Piling,4.5140045880,34.6521636600,E3
"POINT (4.51399978344678 34.6522229595316)",Piling,4.5139997830,34.6522229500,E3
"POINT (4.51399582433299 34.6522709348619)",Piling,4.5139958240,34.6522709300,E3
"POINT (4.51399101889709 34.65233023257)",Piling,4.5139910180,34.6523302300,E3
"POINT (4.51398504006335 34.6524020960068)",Piling,4.5139850400,34.6524020900,E3
"POINT (4.51397906994317 34.6524748649402)",Piling,4.5139790690,34.6524748600,E3
"POINT (4.51397319931301 34.6525476439598)",Piling,4.5139731990,34.6525476400,E3
"POINT (4.51396722047927 34.6526195073966)",Piling,4.5139672200,34.6526195000,E3
"POINT (4.51396134113556 34.6526913809197)",Piling,4.5139613410,34.6526913800,E3
"POINT (4.51395537101535 34.652764149853)",Piling,4.5139553710,34.6527641400,E3
"POINT (4.51394940089517 34.6528369187864)",Piling,4.5139494000,34.6528369100,E3
"POINT (4.51394352155146 34.6529087923095)",Piling,4.5139435210,34.6529087900,E3
"POINT (4.51393764220774 34.6529806658326)",Piling,4.5139376420,34.6529806600,E3
"POINT (4.51393283576324 34.6530399734897)",Piling,4.5139328350,34.6530399700,E3
"POINT (4.51392887765808 34.653087938871)",Piling,4.5139288770,34.6530879300,E3
"POINT (4.51392397172352 34.6531472364418)",Piling,4.5139239710,34.6531472300,E3
"POINT (4.51391809237981 34.6532191099648)",Piling,4.5139180920,34.6532191100,E3
"POINT (4.5139122130361 34.6532909834879)",Piling,4.5139122130,34.6532909800,E3
"POINT (4.51390624291591 34.6533637524213)",Piling,4.5139062420,34.6533637500,E3
"POINT (4.51390027279573 34.6534365213547)",Piling,4.5139002720,34.6534365200,E3
"POINT (4.51389439345202 34.6535083948777)",Piling,4.5138943930,34.6535083900,E3
"POINT (4.51388851410828 34.6535802684008)",Piling,4.5138885140,34.6535802600,E3
"POINT (4.5138825439881 34.6536530373342)",Piling,4.5138825440,34.6536530300,E3
"POINT (4.51387657386791 34.6537258062675)",Piling,4.5138765730,34.6537258000,E3
"POINT (4.5138706945242 34.6537976797906)",Piling,4.5138706940,34.6537976700,E3
"POINT (4.5138658880797 34.6538569874477)",Piling,4.5138658880,34.6538569800,E3
"POINT (4.51386192997453 34.653904952829)",Piling,4.5138619300,34.6539049500,E3
"POINT (4.51385702403997 34.6539642503998)",Piling,4.5138570240,34.6539642500,E3
"POINT (4.51385114469626 34.6540361239229)",Piling,4.5138511440,34.6540361200,E3
"POINT (4.51384517457608 34.6541088928563)",Piling,4.5138451740,34.6541088900,E3
"POINT (4.51383920445589 34.6541816617897)",Piling,4.5138392040,34.6541816600,E3
"POINT (4.51383332511219 34.6542535353127)",Piling,4.5138333250,34.6542535300,E3
"POINT (4.51382744576847 34.6543254088358)",Piling,4.5138274450,34.6543254000,E3
"POINT (4.51382147564826 34.6543981777692)",Piling,4.5138214750,34.6543981700,E3
"POINT (4.51381550552808 34.6544709467025)",Piling,4.5138155050,34.6544709400,E3
"POINT (4.51380962618437 34.6545428202256)",Piling,4.5138096260,34.6545428200,E3
