WKT,Status,x,y,Block
"POINT (4.51054892662241 34.6568093670453)",Not Start,4.5105489260,34.6568093600,F2
"POINT (4.5105430472787 34.6568812405684)",Not Start,4.5105430470,34.6568812400,F2
"POINT (4.51053707715852 34.6569540095018)",Not Start,4.5105370770,34.6569540000,F2
"POINT (4.51053110703833 34.6570267784352)",Not Start,4.5105311070,34.6570267700,F2
"POINT (4.51052522769462 34.6570986519582)",Not Start,4.5105252270,34.6570986500,F2
"POINT (4.51052032176006 34.6571579495291)",Not Start,4.5105203210,34.6571579400,F2
"POINT (4.5105163636549 34.6572059149103)",Not Start,4.5105163630,34.6572059100,F2
"POINT (4.510511558219 34.6572652126185)",Not Start,4.5105115580,34.6572652100,F2
"POINT (4.51050567887529 34.6573370861415)",Not Start,4.5105056780,34.6573370800,F2
"POINT (4.51049970774647 34.6574098650239)",Not Start,4.5104997070,34.6574098600,F2
"POINT (4.51049373762629 34.6574826339573)",Not Start,4.5104937370,34.6574826300,F2
"POINT (4.51048785828258 34.6575545074803)",Not Start,4.5104878580,34.6575545000,F2
"POINT (4.51048197893887 34.6576263810034)",Not Start,4.5104819780,34.6576263800,F2
"POINT (4.51047600881869 34.6576991499368)",Not Start,4.5104760080,34.6576991400,F2
"POINT (4.5104700386985 34.6577719188702)",Not Start,4.5104700380,34.6577719100,F2
"POINT (4.51046415935479 34.6578437923932)",Not Start,4.5104641590,34.6578437900,F2
"POINT (4.51045818052102 34.65791565583)",Not Start,4.5104581800,34.6579156500,F2
"POINT (4.51045337508515 34.6579749535381)",Not Start,4.5104533750,34.6579749500,F2
"POINT (4.51079480828825 34.654761755242)",Not Start,4.5107948080,34.6547617500,F2
"POINT (4.51078990336234 34.6548210428638)",Not Start,4.5107899030,34.6548210400,F2
"POINT (4.51078402401863 34.6548929163869)",Not Start,4.5107840240,34.6548929100,F2
"POINT (4.51077814467492 34.6549647899099)",Not Start,4.5107781440,34.6549647800,F2
"POINT (4.51077217455471 34.6550375588433)",Not Start,4.5107721740,34.6550375500,F2
"POINT (4.5107662034259 34.6551103377257)",Not Start,4.5107662030,34.6551103300,F2
"POINT (4.51076032408219 34.6551822112487)",Not Start,4.5107603240,34.6551822100,F2
"POINT (4.51075444473848 34.6552540847718)",Not Start,4.5107544440,34.6552540800,F2
"POINT (4.51074847461829 34.6553268537052)",Not Start,4.5107484740,34.6553268500,F2
"POINT (4.51074250449811 34.6553996226386)",Not Start,4.5107425040,34.6553996200,F2
"POINT (4.5107366251544 34.6554714961616)",Not Start,4.5107366250,34.6554714900,F2
"POINT (4.51073172022846 34.6555307837835)",Not Start,4.5107317200,34.6555307800,F2
"POINT (4.5107278606047 34.6555787692)",Not Start,4.5107278600,34.6555787600,F2
"POINT (4.5107229556788 34.6556380568219)",Not Start,4.5107229550,34.6556380500,F2
"POINT (4.51071707633509 34.6557099303449)",Not Start,4.5107170760,34.6557099300,F2
"POINT (4.5107111062149 34.6557826992783)",Not Start,4.5107111060,34.6557826900,F2
"POINT (4.51070513609469 34.6558554682117)",Not Start,4.5107051360,34.6558554600,F2
"POINT (4.51069925675098 34.6559273417347)",Not Start,4.5106992560,34.6559273400,F2
"POINT (4.51069337740727 34.6559992152578)",Not Start,4.5106933770,34.6559992100,F2
"POINT (4.51068740627846 34.6560719941402)",Not Start,4.5106874060,34.6560719900,F2
"POINT (4.51068143615827 34.6561447630736)",Not Start,4.5106814360,34.6561447600,F2
"POINT (4.51067555681457 34.6562166365966)",Not Start,4.5106755560,34.6562166300,F2
"POINT (4.51066967747085 34.6562885101197)",Not Start,4.5106696770,34.6562885100,F2
"POINT (4.51066477254492 34.6563477977415)",Not Start,4.5106647720,34.6563477900,F2
"POINT (4.51066091292116 34.6563957831581)",Not Start,4.5106609120,34.6563957800,F2
"POINT (4.51065600799525 34.6564550707799)",Not Start,4.5106560080,34.6564550700,F2
"POINT (4.51065012865154 34.656526944303)",Not Start,4.5106501280,34.6565269400,F2
"POINT (4.51064424930783 34.656598817826)",Not Start,4.5106442490,34.6565988100,F2
"POINT (4.51063827918762 34.6566715867594)",Not Start,4.5106382790,34.6566715800,F2
"POINT (4.51063230906744 34.6567443556928)",Not Start,4.5106323090,34.6567443500,F2
"POINT (4.51062642972373 34.6568162292159)",Not Start,4.5106264290,34.6568162200,F2
"POINT (4.51062055038002 34.6568881027389)",Not Start,4.5106205500,34.6568881000,F2
"POINT (4.51061457925121 34.6569608816213)",Not Start,4.5106145790,34.6569608800,F2
"POINT (4.51060860913102 34.6570336505547)",Not Start,4.5106086090,34.6570336500,F2
"POINT (4.51060272978731 34.6571055240777)",Not Start,4.5106027290,34.6571055200,F2
"POINT (4.51059782486138 34.6571648116996)",Not Start,4.5105978240,34.6571648100,F2
"POINT (4.51059386574759 34.6572127870299)",Not Start,4.5105938650,34.6572127800,F2
"POINT (4.51058906031171 34.657272084738)",Not Start,4.5105890600,34.6572720800,F2
"POINT (4.510583180968 34.657343958261)",Not Start,4.5105831810,34.6573439500,F2
"POINT (4.51057721084782 34.6574167271944)",Not Start,4.5105772100,34.6574167200,F2
"POINT (4.5105712407276 34.6574894961278)",Not Start,4.5105712400,34.6574894900,F2
"POINT (4.51056536138389 34.6575613696509)",Not Start,4.5105653610,34.6575613600,F2
"POINT (4.51055948204018 34.6576332431739)",Not Start,4.5105594820,34.6576332400,F2
"POINT (4.51055351091137 34.6577060220563)",Not Start,4.5105535100,34.6577060200,F2
"POINT (4.51054754079119 34.6577787909897)",Not Start,4.5105475400,34.6577787900,F2
"POINT (4.51054166144748 34.6578506645128)",Not Start,4.5105416610,34.6578506600,F2
"POINT (4.51053568261374 34.6579225279495)",Not Start,4.5105356820,34.6579225200,F2
"POINT (4.51053087717783 34.6579818256576)",Not Start,4.5105308770,34.6579818200,F2
"POINT (4.51087231138959 34.6547686174125)",Not Start,4.5108723110,34.6547686100,F2
"POINT (4.51086740545503 34.6548279149833)",Not Start,4.5108674050,34.6548279100,F2
"POINT (4.51086152611132 34.6548997885064)",Not Start,4.5108615260,34.6548997800,F2
"POINT (4.51085564676761 34.6549716620295)",Not Start,4.5108556460,34.6549716600,F2
"POINT (4.51084967664742 34.6550444309628)",Not Start,4.5108496760,34.6550444300,F2
"POINT (4.51084370652724 34.6551171998962)",Not Start,4.5108437060,34.6551171900,F2
"POINT (4.51083782718353 34.6551890734193)",Not Start,4.5108378270,34.6551890700,F2
"POINT (4.51083194783982 34.6552609469423)",Not Start,4.5108319470,34.6552609400,F2
"POINT (4.51082597771964 34.6553337158757)",Not Start,4.5108259770,34.6553337100,F2
"POINT (4.51082000759945 34.6554064848091)",Not Start,4.5108200070,34.6554064800,F2
"POINT (4.51081412825574 34.6554783583322)",Not Start,4.5108141280,34.6554783500,F2
"POINT (4.51080932181121 34.6555376659893)",Not Start,4.5108093210,34.6555376600,F2
"POINT (4.51080536370605 34.6555856313705)",Not Start,4.5108053630,34.6555856300,F2
"POINT (4.51080045777148 34.6556449289414)",Not Start,4.5108004570,34.6556449200,F2
"POINT (4.51079457842777 34.6557168024645)",Not Start,4.5107945780,34.6557168000,F2
"POINT (4.51078860830759 34.6557895713978)",Not Start,4.5107886080,34.6557895700,F2
"POINT (4.51078263818741 34.6558623403312)",Not Start,4.5107826380,34.6558623400,F2
"POINT (4.5107767588437 34.6559342138543)",Not Start,4.5107767580,34.6559342100,F2
"POINT (4.51077087949999 34.6560060873773)",Not Start,4.5107708790,34.6560060800,F2
"POINT (4.5107649093798 34.6560788563107)",Not Start,4.5107649090,34.6560788500,F2
"POINT (4.51075893925962 34.6561516252441)",Not Start,4.5107589390,34.6561516200,F2
"POINT (4.51075305991591 34.6562234987671)",Not Start,4.5107530590,34.6562234900,F2
"POINT (4.5107471805722 34.6562953722902)",Not Start,4.5107471800,34.6562953700,F2
"POINT (4.51074227463764 34.6563546698611)",Not Start,4.5107422740,34.6563546600,F2
"POINT (4.5107384160225 34.6564026453286)",Not Start,4.5107384160,34.6564026400,F2
"POINT (4.51073351008794 34.6564619428995)",Not Start,4.5107335100,34.6564619400,F2
"POINT (4.51072763074423 34.6565338164225)",Not Start,4.5107276300,34.6565338100,F2
"POINT (4.51072175140052 34.6566056899456)",Not Start,4.5107217510,34.6566056800,F2
"POINT (4.51071578128034 34.656678458879)",Not Start,4.5107157810,34.6566784500,F2
"POINT (4.51070981116015 34.6567512278123)",Not Start,4.5107098110,34.6567512200,F2
"POINT (4.51070393181644 34.6568231013354)",Not Start,4.5107039310,34.6568231000,F2
"POINT (4.51069805247273 34.6568949748585)",Not Start,4.5106980520,34.6568949700,F2
"POINT (4.51069208235255 34.6569677437918)",Not Start,4.5106920820,34.6569677400,F2
"POINT (4.51068611223236 34.6570405127252)",Not Start,4.5106861120,34.6570405100,F2
"POINT (4.51068023288865 34.6571123862483)",Not Start,4.5106802320,34.6571123800,F2
"POINT (4.51067532695409 34.6571716838191)",Not Start,4.5106753270,34.6571716800,F2
"POINT (4.51067136884893 34.6572196492004)",Not Start,4.5106713680,34.6572196400,F2
"POINT (4.5106665624044 34.6572789568575)",Not Start,4.5106665620,34.6572789500,F2
"POINT (4.51066068306069 34.6573508303806)",Not Start,4.5106606830,34.6573508300,F2
"POINT (4.5106547129405 34.657423599314)",Not Start,4.5106547120,34.6574235900,F2
"POINT (4.51064874282032 34.6574963682473)",Not Start,4.5106487420,34.6574963600,F2
"POINT (4.51064286347661 34.6575682417704)",Not Start,4.5106428630,34.6575682400,F2
"POINT (4.5106369841329 34.6576401152935)",Not Start,4.5106369840,34.6576401100,F2
"POINT (4.51063101401272 34.6577128842268)",Not Start,4.5106310140,34.6577128800,F2
"POINT (4.51062504389253 34.6577856531602)",Not Start,4.5106250430,34.6577856500,F2
"POINT (4.51061916454882 34.6578575266833)",Not Start,4.5106191640,34.6578575200,F2
"POINT (4.51061328520511 34.6579294002063)",Not Start,4.5106132850,34.6579294000,F2
"POINT (4.51060838027918 34.6579886878282)",Not Start,4.5106083800,34.6579886800,F2
"POINT (4.51094981348228 34.654775489532)",Not Start,4.5109498130,34.6547754800,F2
"POINT (4.5109450080464 34.6548347872401)",Not Start,4.5109450080,34.6548347800,F2
"POINT (4.51093902921266 34.6549066506769)",Not Start,4.5109390290,34.6549066500,F2
"POINT (4.51093314986895 34.6549785242)",Not Start,4.5109331490,34.6549785200,F2
"POINT (4.51092717974874 34.6550512931333)",Not Start,4.5109271790,34.6550512900,F2
"POINT (4.51092120861993 34.6551240720157)",Not Start,4.5109212080,34.6551240700,F2
"POINT (4.51091532927622 34.6551959455388)",Not Start,4.5109153290,34.6551959400,F2
"POINT (4.51090944993251 34.6552678190619)",Not Start,4.5109094490,34.6552678100,F2
"POINT (4.51090347981232 34.6553405879952)",Not Start,4.5109034790,34.6553405800,F2
"POINT (4.51089750969214 34.6554133569286)",Not Start,4.5108975090,34.6554133500,F2
"POINT (4.51089163034843 34.6554852304517)",Not Start,4.5108916300,34.6554852300,F2
"POINT (4.51088682491255 34.6555445281598)",Not Start,4.5108868240,34.6555445200,F2
"POINT (4.51088286579873 34.6555925034901)",Not Start,4.5108828650,34.6555925000,F2
"POINT (4.51087796087283 34.6556517911119)",Not Start,4.5108779600,34.6556517900,F2
"POINT (4.51087208152912 34.655723664635)",Not Start,4.5108720810,34.6557236600,F2
"POINT (4.51086611140893 34.6557964335684)",Not Start,4.5108661110,34.6557964300,F2
"POINT (4.51086014128872 34.6558692025017)",Not Start,4.5108601410,34.6558692000,F2
"POINT (4.51085426093638 34.6559410859738)",Not Start,4.5108542600,34.6559410800,F2
"POINT (4.51084838159267 34.6560129594969)",Not Start,4.5108483810,34.6560129500,F2
"POINT (4.51084241147249 34.6560857284302)",Not Start,4.5108424110,34.6560857200,F2
"POINT (4.51083644135231 34.6561584973636)",Not Start,4.5108364410,34.6561584900,F2
"POINT (4.5108305620086 34.6562303708867)",Not Start,4.5108305620,34.6562303700,F2
"POINT (4.51082468266489 34.6563022444097)",Not Start,4.5108246820,34.6563022400,F2
"POINT (4.51081977773895 34.6563615320316)",Not Start,4.5108197770,34.6563615300,F2
"POINT (4.51081591811519 34.6564095174481)",Not Start,4.5108159180,34.6564095100,F2
"POINT (4.51081101318928 34.65646880507)",Not Start,4.5108110130,34.6564688000,F2
"POINT (4.51080513384558 34.656540678593)",Not Start,4.5108051330,34.6565406700,F2
"POINT (4.51079925450187 34.6566125521161)",Not Start,4.5107992540,34.6566125500,F2
"POINT (4.51079328438165 34.6566853210495)",Not Start,4.5107932840,34.6566853200,F2
"POINT (4.51078731426147 34.6567580899829)",Not Start,4.5107873140,34.6567580900,F2
"POINT (4.51078143491776 34.6568299635059)",Not Start,4.5107814340,34.6568299600,F2
"POINT (4.51077555557405 34.656901837029)",Not Start,4.5107755550,34.6569018300,F2
"POINT (4.51076958444524 34.6569746159114)",Not Start,4.5107695840,34.6569746100,F2
"POINT (4.51076361432505 34.6570473848447)",Not Start,4.5107636140,34.6570473800,F2
"POINT (4.51075773498134 34.6571192583678)",Not Start,4.5107577350,34.6571192500,F2
"POINT (4.51075283005541 34.6571785459896)",Not Start,4.5107528300,34.6571785400,F2
"POINT (4.51074887094162 34.6572265213199)",Not Start,4.5107488700,34.6572265200,F2
"POINT (4.51074406550574 34.657285819028)",Not Start,4.5107440650,34.6572858100,F2
"POINT (4.51073818616203 34.6573576925511)",Not Start,4.5107381860,34.6573576900,F2
"POINT (4.51073221604185 34.6574304614845)",Not Start,4.5107322160,34.6574304600,F2
"POINT (4.51072624592166 34.6575032304179)",Not Start,4.5107262450,34.6575032300,F2
"POINT (4.51072036657792 34.6575751039409)",Not Start,4.5107203660,34.6575751000,F2
"POINT (4.51071448723421 34.657646977464)",Not Start,4.5107144870,34.6576469700,F2
"POINT (4.5107085161054 34.6577197563464)",Not Start,4.5107085160,34.6577197500,F2
"POINT (4.51070254598522 34.6577925252797)",Not Start,4.5107025460,34.6577925200,F2
"POINT (4.51069666664151 34.6578643988028)",Not Start,4.5106966660,34.6578643900,F2
"POINT (4.5106907872978 34.6579362723259)",Not Start,4.5106907870,34.6579362700,F2
"POINT (4.51068588237186 34.6579955599477)",Not Start,4.5106858820,34.6579955500,F2
"POINT (4.51102731557499 34.6547823616516)",Not Start,4.5110273150,34.6547823600,F2
"POINT (4.51102251013909 34.6548416593596)",Not Start,4.5110225100,34.6548416500,F2
"POINT (4.51101663079538 34.6549135328827)",Not Start,4.5110166300,34.6549135300,F2
"POINT (4.51101065196164 34.6549853963195)",Not Start,4.5110106520,34.6549853900,F2
"POINT (4.51100468184146 34.6550581652529)",Not Start,4.5110046810,34.6550581600,F2
"POINT (4.5109988112113 34.6551309442725)",Not Start,4.5109988110,34.6551309400,F2
"POINT (4.51099283237756 34.6552028077093)",Not Start,4.5109928320,34.6552028000,F2
"POINT (4.51098695303385 34.6552746812324)",Not Start,4.5109869530,34.6552746800,F2
"POINT (4.51098098291367 34.6553474501658)",Not Start,4.5109809820,34.6553474500,F2
"POINT (4.51097501279348 34.6554202190991)",Not Start,4.5109750120,34.6554202100,F2
"POINT (4.51096913344977 34.6554920926222)",Not Start,4.5109691330,34.6554920900,F2
"POINT (4.51096432700524 34.6555514002793)",Not Start,4.5109643270,34.6555514000,F2
"POINT (4.51096036890008 34.6555993656606)",Not Start,4.5109603680,34.6555993600,F2
"POINT (4.51095546296552 34.6556586632314)",Not Start,4.5109554630,34.6556586600,F2
"POINT (4.51094958362181 34.6557305367545)",Not Start,4.5109495830,34.6557305300,F2
"POINT (4.51094361350162 34.6558033056879)",Not Start,4.5109436130,34.6558033000,F2
"POINT (4.51093764338144 34.6558760746213)",Not Start,4.5109376430,34.6558760700,F2
"POINT (4.51093176403773 34.6559479481443)",Not Start,4.5109317640,34.6559479400,F2
"POINT (4.51092588469402 34.6560198216674)",Not Start,4.5109258840,34.6560198200,F2
"POINT (4.51091991457383 34.6560925906008)",Not Start,4.5109199140,34.6560925900,F2
"POINT (4.51091394445365 34.6561653595341)",Not Start,4.5109139440,34.6561653500,F2
"POINT (4.51090806510994 34.6562372330572)",Not Start,4.5109080650,34.6562372300,F2
"POINT (4.51090218576623 34.6563091065803)",Not Start,4.5109021850,34.6563091000,F2
"POINT (4.5108973793217 34.6563684142374)",Not Start,4.5108973790,34.6563684100,F2
"POINT (4.51089342121653 34.6564163796187)",Not Start,4.5108934210,34.6564163700,F2
"POINT (4.51088851528197 34.6564756771895)",Not Start,4.5108885150,34.6564756700,F2
"POINT (4.51088263593826 34.6565475507126)",Not Start,4.5108826350,34.6565475500,F2
"POINT (4.51087675659455 34.6566194242356)",Not Start,4.5108767560,34.6566194200,F2
"POINT (4.51087078647437 34.656692193169)",Not Start,4.5108707860,34.6566921900,F2
"POINT (4.51086481635418 34.6567649621024)",Not Start,4.5108648160,34.6567649600,F2
"POINT (4.51085893701047 34.6568368356254)",Not Start,4.5108589370,34.6568368300,F2
"POINT (4.51085305766676 34.6569087091485)",Not Start,4.5108530570,34.6569087000,F2
"POINT (4.51084708754658 34.6569814780819)",Not Start,4.5108470870,34.6569814700,F2
"POINT (4.51084111742639 34.6570542470153)",Not Start,4.5108411170,34.6570542400,F2
"POINT (4.51083523808269 34.6571261205383)",Not Start,4.5108352380,34.6571261200,F2
"POINT (4.51083033214812 34.6571854181092)",Not Start,4.5108303320,34.6571854100,F2
"POINT (4.51082647353299 34.6572333935767)",Not Start,4.5108264730,34.6572333900,F2
"POINT (4.51082156759843 34.6572926911476)",Not Start,4.5108215670,34.6572926900,F2
"POINT (4.51081568825472 34.6573645646706)",Not Start,4.5108156880,34.6573645600,F2
"POINT (4.51080971813453 34.657437333604)",Not Start,4.5108097180,34.6574373300,F2
"POINT (4.51080374801435 34.6575101025374)",Not Start,4.5108037480,34.6575101000,F2
"POINT (4.51079786867064 34.6575819760604)",Not Start,4.5107978680,34.6575819700,F2
"POINT (4.51079198932693 34.6576538495835)",Not Start,4.5107919890,34.6576538400,F2
"POINT (4.51078601920675 34.6577266185169)",Not Start,4.5107860190,34.6577266100,F2
"POINT (4.51078004908656 34.6577993874503)",Not Start,4.5107800490,34.6577993800,F2
"POINT (4.51077416974285 34.6578712609733)",Not Start,4.5107741690,34.6578712600,F2
"POINT (4.51076829039914 34.6579431344964)",Not Start,4.5107682900,34.6579431300,F2
"POINT (4.51076338446458 34.6580024320672)",Not Start,4.5107633840,34.6580024300,F2
"POINT (4.51110481867631 34.6547892238221)",Not Start,4.5111048180,34.6547892200,F2
"POINT (4.51110001324043 34.6548485215302)",Not Start,4.5111000130,34.6548485200,F2
"POINT (4.51109413389672 34.6549203950532)",Not Start,4.5110941330,34.6549203900,F2
